# sefstars.txt -- generated by scripts/build_stars.py, do not edit.
# Source: Yale Bright Star Catalogue, 5th Revised Edition (Hoffleit & Warren
# 1991, ADC/CDS V/50), public domain. 9096 stars.
#
# Columns are the Swiss Ephemeris sefstars format:
#   traditional name, nomenclature name, equinox, RA h/m/s, Dec d/m/s,
#   pmRA (0.001"/yr * cos dec), pmDec (0.001"/yr), radial velocity (km/s),
#   parallax (0.001"), V magnitude
#
# The traditional name is HRnnnn so that every star is addressable by its
# Harvard Revised number; the nomenclature name carries the Bayer/Flamsteed
# designation where BSC5 has one.
HR0121,13Cas,2000,00,31,25.3000,+66,31,10.000,23.00,-6.00,-10.0,0.00,6.18
HR0122,HR0122,2000,00,31,25.6000,+33,34,54.000,47.00,-19.00,9.0,0.00,5.87
HR0123,laCas,2000,00,31,46.4000,+54,31,20.000,45.00,-10.00,-12.0,30.00,4.73
HR0124,HR0124,2000,00,31,41.2000,+52,50,22.000,-53.00,-19.00,-52.0,8.00,5.60
HR0125,la1Phe,2000,00,31,25.0000,-48,48,13.000,143.00,17.00,-2.0,27.00,4.77
HR0126,be1Tuc,2000,00,31,32.7000,-62,57,29.000,90.00,-54.00,14.0,30.00,4.37
HR0127,be2Tuc,2000,00,31,33.6000,-62,57,57.000,101.00,-56.00,10.0,30.00,4.54
HR0128,HR0128,2000,00,32,26.8000,+43,29,41.000,18.00,-10.00,-15.0,0.00,6.70
HR0129,HR0129,2000,00,33,19.3000,+70,58,54.000,28.00,-4.00,-10.0,0.00,6.42
HR0130,kaCas,2000,00,33,00.0000,+62,55,54.000,3.00,-3.00,-2.0,0.00,4.16
HR0131,52Psc,2000,00,32,35.5000,+20,17,40.000,135.00,-47.00,-13.0,32.00,5.38
HR0132,51Psc,2000,00,32,23.8000,+06,57,20.000,35.00,2.00,17.0,0.00,5.67
HR0133,HR0133,2000,00,32,34.5000,+27,34,50.000,-17.00,-15.00,2.0,0.00,6.67
HR0134,HR0134,2000,00,32,49.1000,+28,16,49.000,-6.00,7.00,-12.0,6.00,6.30
HR0135,HR0135,2000,00,33,10.4000,+54,53,42.000,71.00,-42.00,-35.0,0.00,5.93
HR0136,be3Tuc,2000,00,32,43.8000,-63,01,52.000,81.00,-38.00,5.0,49.00,5.09
HR0137,16Cas,2000,00,34,24.9000,+66,45,01.000,21.00,0.00,-16.0,0.00,6.48
HR0138,HR0138,2000,00,33,41.1000,-29,33,30.000,-26.00,-30.00,-9.0,0.00,5.55
HR0139,thTuc,2000,00,33,23.3000,-71,15,58.000,67.00,-12.00,2.0,0.00,6.13
HR0140,HR0140,2000,00,34,27.8000,-52,22,23.000,230.00,32.00,35.0,38.00,5.57
HR0141,HR0141,2000,00,34,55.3000,+13,22,16.000,-90.00,-57.00,-19.0,0.00,6.40
HR0142,13Cet,2000,00,35,14.9000,-03,35,34.000,413.00,-26.00,9.0,60.00,5.20
HR0143,14Cet,2000,00,35,32.8000,-00,30,20.000,146.00,-66.00,6.0,0.00,5.93
HR0144,HR0144,2000,00,36,08.3000,+54,10,07.000,22.00,0.00,1.0,0.00,5.08
HR0145,HR0145,2000,00,35,54.7000,+13,12,24.000,-143.00,-189.00,-25.0,20.00,6.41
HR0146,HR0146,2000,00,36,27.3000,+60,19,34.000,-1.00,-3.00,-9.0,0.00,5.79
HR0147,la2Phe,2000,00,35,41.1000,-48,00,03.000,45.00,-104.00,8.0,0.00,5.51
HR0148,HR0148,2000,00,35,33.4000,-54,49,19.000,27.00,-54.00,-10.0,0.00,6.06
HR0149,HR0149,2000,00,36,20.0000,+27,15,17.000,11.00,-16.00,1.0,0.00,6.50
HR0150,HR0150,2000,00,36,03.0000,-14,58,25.000,-83.00,-79.00,12.0,0.00,6.45
HR0151,HR0151,2000,00,36,06.9000,-22,50,33.000,-72.00,-52.00,13.0,0.00,6.06
HR0152,HR0152,2000,00,36,46.6000,+44,29,19.000,-23.00,33.00,-33.0,7.00,5.13
HR0153,zeCas,2000,00,36,58.3000,+53,53,49.000,19.00,-9.00,2.0,4.00,3.66
HR0154,piAnd,2000,00,36,52.9000,+33,43,10.000,15.00,-4.00,9.0,-3.00,4.36
HR0155,53Psc,2000,00,36,47.3000,+15,13,54.000,2.00,-15.00,-9.0,0.00,5.89
HR0156,HR0156,2000,00,37,07.2000,+24,00,51.000,-14.00,-44.00,-1.0,0.00,6.47
HR0157,HR0157,2000,00,37,21.1000,+35,23,58.000,-16.00,-5.00,-0.0,0.00,5.48
HR0158,HR0158,2000,00,39,47.3000,+82,29,38.000,-111.00,78.00,-33.0,28.00,6.40
HR0159,HR0159,2000,00,37,20.7000,-24,46,02.000,1390.00,-12.00,17.0,76.00,5.57
HR0160,HR0160,2000,00,36,37.4000,-65,07,29.000,29.00,-20.00,20.0,0.00,6.42
HR0161,HR0161,2000,00,37,30.5000,+03,08,07.000,95.00,-61.00,4.0,0.00,6.39
HR0162,HR0162,2000,00,37,18.1000,-54,23,39.000,56.00,-21.00,-6.0,0.00,6.41
HR0163,epAnd,2000,00,38,33.3000,+29,18,42.000,-227.00,-254.00,-84.0,31.00,4.37
HR0164,HR0164,2000,00,39,09.9000,+49,21,16.000,8.00,-11.00,-8.0,0.00,5.43
HR0165,deAnd,2000,00,39,19.7000,+30,51,39.000,136.00,-91.00,-7.0,28.00,3.27
HR0166,54Psc,2000,00,39,21.8000,+21,15,02.000,-464.00,-370.00,-34.0,99.00,5.87
